"","ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL","GENENAME","ENTREZID","diffexpres.modsed","delabel"
"14463","ENSG00000278613",1259.71915520961,1.18506237760418,0.315806203396705,3.75249873136768,0.000175080718290127,0.0171367799609147,"NAIP","NLR family apoptosis inhibitory protein","4671","UP",NA
"536","ENSG00000049323",217.784931359032,-1.44110713976263,0.388099171356008,-3.71324456768984,0.000204618976095072,0.0171542328486125,"LTBP1","latent transforming growth factor beta binding protein 1","4052","DOWN",NA
"1649","ENSG00000095906",877.687195269265,-1.27342196201976,0.343380057719205,-3.708491315652,0.000208497809856308,0.0171542328486125,"NUBP2","NUBP iron-sulfur cluster assembly factor 2, cytosolic","10101","DOWN",NA
"2293","ENSG00000103995",208.0770165342,1.18826242324163,0.319776117381446,3.71591985346489,0.000202465758132826,0.0171542328486125,"CEP152","centrosomal protein 152","22995","UP",NA
"2778","ENSG00000108106",356.534637723183,-1.40253369504912,0.377745626518353,-3.71290518430655,0.000204893662983892,0.0171542328486125,"UBE2S","ubiquitin conjugating enzyme E2 S","27338","DOWN",NA
"3862","ENSG00000119397",1686.72767712286,1.335693450507,0.359820134654786,3.71211425338516,0.000205535163947695,0.0171542328486125,"CNTRL","centriolin","11064","UP",NA
"4341","ENSG00000124614",15356.4883688253,-1.09558495825444,0.295254093468244,-3.71065120684694,0.000206726773684011,0.0171542328486125,"RPS10","ribosomal protein S10","6204","DOWN",NA
"4426","ENSG00000125652",851.231594444307,-1.60059796480899,0.428160832591285,-3.73831009978648,0.000185261350760985,0.0171542328486125,"ALKBH7","alkB homolog 7","84266","DOWN",NA
"4651","ENSG00000128228",514.552508726546,-1.56015140337793,0.416838932184483,-3.74281594860109,0.000181969515178161,0.0171542328486125,"SDF2L1","stromal cell derived factor 2 like 1","23753","DOWN",NA
"4664","ENSG00000128311",279.205671116897,-1.64802987208816,0.440167239928208,-3.74409933905339,0.00018104201971799,0.0171542328486125,"TST","thiosulfate sulfurtransferase","7263","DOWN",NA
"4783","ENSG00000129968",5006.0625897031,-1.22662335961296,0.328760894901276,-3.73105006902146,0.000190683318286901,0.0171542328486125,"ABHD17A","abhydrolase domain containing 17A, depalmitoylase","81926","DOWN",NA
"6304","ENSG00000142409",937.742396086167,-1.19338004520101,0.320710860643963,-3.72104656139427,0.000198398850091638,0.0171542328486125,"ZNF787","zinc finger protein 787","126208","DOWN",NA
"7573","ENSG00000157193",150.684531715873,1.39975561536512,0.377038447639687,3.71250100388376,0.000205221246570965,0.0171542328486125,"LRP8","LDL receptor related protein 8","7804","UP",NA
"9039","ENSG00000168028",22426.6608970289,-1.23037581126703,0.328309648812424,-3.74760783217185,0.000178529093992548,0.0171542328486125,"RPSA","ribosomal protein SA","3921","DOWN",NA
"9829","ENSG00000173681",173.097214346121,1.59310768215856,0.428964365274588,3.7138462099032,0.000204132874628745,0.0171542328486125,"BCLAF3","BCLAF1 and THRAP3 family member 3","256643","UP",NA
"10039","ENSG00000175550",2065.65428124724,-1.37486582465748,0.370619922311327,-3.70963820855416,0.000207555630494829,0.0171542328486125,"DRAP1","DR1 associated protein 1","10589","DOWN",NA
"13861","ENSG00000262664",465.87776512816,-1.09798549783926,0.295836179275603,-3.71146456977586,0.000206063514148294,0.0171542328486125,"OVCA2","OVCA2 serine hydrolase domain containing","124641","DOWN",NA
"3419","ENSG00000114841",522.676579970154,1.90422717437588,0.513880992148043,3.70558009241817,0.000210907468072983,0.0172276503057601,"DNAH1","dynein axonemal heavy chain 1","25981","UP",NA
"1002","ENSG00000073331",283.962439818934,1.10659183048857,0.298840060679206,3.7029567855578,0.000213101192876166,0.017282506742257,"ALPK1","alpha kinase 1","80216","UP",NA
"567","ENSG00000051620",1201.15877205192,-1.01649303803262,0.274736365754401,-3.6998852890895,0.000215696941501872,0.0173689579702997,"HEBP2","heme binding protein 2","23593","DOWN",NA
"754","ENSG00000065413",3568.80797289056,1.52354332552244,0.413182445430221,3.68733798440073,0.000226612282963887,0.017421360434976,"ANKRD44","ankyrin repeat domain 44","91526","UP",NA
"1119","ENSG00000077157",377.256245990027,1.35696498217778,0.368199020254665,3.68541171358694,0.000228333225319565,0.017421360434976,"PPP1R12B","protein phosphatase 1 regulatory subunit 12B","4660","UP",NA
"2098","ENSG00000102030",521.060593524047,-0.920076693358994,0.24937693165304,-3.68950202113764,0.000224693443294247,0.017421360434976,"NAA10","N-alpha-acetyltransferase 10, NatA catalytic subunit","8260","NO",NA
"2249","ENSG00000103363",1622.30475256419,-1.66451319288128,0.450239004360126,-3.69695467687625,0.000218201279996723,0.017421360434976,"ELOB","elongin B","6923","DOWN",NA
"3225","ENSG00000112514",1339.81672389252,-1.22551897455634,0.332399623040749,-3.68688436931861,0.000227016446108899,0.017421360434976,"CUTA","cutA divalent cation tolerance homolog","51596","DOWN",NA
"4939","ENSG00000131188",181.601031829339,-2.09916357686681,0.568311682451819,-3.69368366282841,0.000221028737016047,0.017421360434976,"PRR7","proline rich 7, synaptic","80758","DOWN",NA
"6801","ENSG00000147403",43695.9276565085,-0.798540865039238,0.216504007396594,-3.68834219117461,0.000225719953491227,0.017421360434976,"RPL10","ribosomal protein L10","6134","NO",NA
"10883","ENSG00000184207",485.378452597827,-1.05402756058633,0.286024995572423,-3.68508898488713,0.000228622750115504,0.017421360434976,"PGP","phosphoglycolate phosphatase","283871","DOWN",NA
"4588","ENSG00000127445",823.385751186157,-0.942318752149812,0.25617128395052,-3.67847144152123,0.000234635957464245,0.017760377740327,"PIN1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1","5300","NO",NA
"3820","ENSG00000118762",196.152478332987,1.22065105611643,0.33251514352975,3.67096380381011,0.000241637562066449,0.0180410217596624,"PKD2","polycystin 2, transient receptor potential cation channel","5311","UP",NA
"9061","ENSG00000168159",1181.44170137264,-1.1929890248869,0.324902896239483,-3.67183253425836,0.00024081747135982,0.0180410217596624,"RNF187","ring finger protein 187","149603","DOWN",NA
"12250","ENSG00000205220",3064.84221857017,-1.4265620408546,0.388771454846306,-3.66941045457816,0.000243110474654602,0.0180410217596624,"PSMB10","proteasome 20S subunit beta 10","5699","DOWN",NA
"9045","ENSG00000168061",180.132478183744,-2.04048283988494,0.556555801567817,-3.66626820551847,0.000246115798041984,0.0181454465647318,"SAC3D1","SAC3 domain containing 1","29901","DOWN",NA
"4417","ENSG00000125611",254.434566784974,-1.18666972483596,0.324121419316541,-3.66118884502675,0.000251047623986482,0.0182791745462742,"CHCHD5","coiled-coil-helix-coiled-coil-helix domain containing 5","84269","DOWN",NA
"9794","ENSG00000173457",428.697345415714,-1.34614798640661,0.367691002161561,-3.66108492863016,0.000251149482932779,0.0182791745462742,"PPP1R14B","protein phosphatase 1 regulatory inhibitor subunit 14B","26472","DOWN",NA
"2479","ENSG00000105404",1388.85543765175,-0.958178521058464,0.261851992945427,-3.65923707618357,0.000252967234861163,0.0182942037236538,"RABAC1","Rab acceptor 1","10567","NO",NA
"6712","ENSG00000146263",195.187391632339,1.34585106938349,0.368011249553541,3.65709219763316,0.000255092645393488,0.0183311512392257,"MMS22L","MMS22 like, DNA repair protein","253714","UP",NA
